skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
English, C++, C, Scrum, Software development, Communication skills, German;;0;none;0.72;0.72;;0;c++, kanban, linux, scrum, software engineering;communication, flexibility;;-;10;1;c++, kanban, linux, scrum, software engineering;communication, flexibility;;;7507;Senior Software Engineer C/C++ (m/w/d) Aerospace & Defence;Manching;39773.0;Bertrandt AG;27;EUR;;;;;3.5;2025-09-30T00:00:00;Full-time;;Manching;Bayern;Germany;48.71709;11.492969;Dr. Andreas Fink, Michael Lücke and Markus Ruf;Ehningen, Deutschland;Forschung & Entwicklung;Management & Beratung;500 Millionen bis 1 Milliarde $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1974.0;Unknown;Sr+ Software Engineer;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;;
TensorFlow, C++, AI, Python;ai, tensorflow;1;applied_ai;0.85;0.85;deep reinforcement learning, CNNs, transformers, PyTorch, TensorFlow, NVIDIA CUDA, TensorRT, DeepStream, Jetson, model predictive control, sensor fusion;1;c++, computer vision, machine learning, python, pytorch, tensorflow, transformers;autonomous;phd;-;3;1;c++, computer vision, machine learning, python, pytorch, tensorflow, transformers;autonomous;;;7508;AI / Robotics Research Engineer;Berlin;6784132.0;Promethion Industries;66;EUR;;;;;-0.100000001;2025-10-22T00:00:00;Full-time;;Berlin;Berlin;Germany;52.51767;13.405538;;Berlin, Deutschland;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;Data & AI;Unknown;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;;
Jira, SAFe, English, Analysis skills, C++, C, Python, German;;0;none;0.7;0.7;;0;c++, cdn, cybersecurity, html, https, jira, linux, python, safe, software engineering, svg;flexibility, organization;;-;-;1;c++, cdn, cybersecurity, html, https, jira, linux, python, safe, software engineering, svg;flexibility, organization;;;7509;Software Requirements Engineer (m/w/d) – hochsichere Funkgeräte;Stuttgart;12926.0;ROHDE & SCHWARZ GmbH & Co. KG;83;EUR;;;;;4.1;2025-10-05T00:00:00;Full-time;;Stuttgart;Baden-Württemberg;Germany;48.775818;9.177734;Christian Leicher;München, Deutschland;Unternehmenssoftware & Netzwerklösungen;Informationstechnologie;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Privatunternehmen;1933.0;Unknown;Software Engineer;J;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;;
English, OOP, C++, C, Embedded software, Systems engineering, Software development;;0;none;0.7;0.7;;0;c++, networking, oop, reporting, requests, software engineering;communication, decision making, innovation, leadership, organization;;-;5;1;c++, networking, oop, reporting, requests, software engineering;communication, decision making, innovation, leadership, organization;;;7510;Senior Engineer I - Software;Karlsruhe;2298.0;Microchip Technology;48;EUR;;;;;3.7;2025-10-09T00:00:00;Full-time;;Karlsruhe;Baden-Württemberg;Germany;49.009644;8.404903;Steve Sanghi;Chandler, Vereinigte Staaten von Amerika;Elektronikherstellung;Produktion;5 bis 10 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1989.0;Unknown;Sr+ Software Engineer;C;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;
English, C++, C, Eclipse, German;;0;none;0.7;0.7;;0;c++, eclipse, uml;;;-;-;1;c++, eclipse, uml;;;;7511;Software Engineer/-in;Stuttgart;2870699.0;Bluen;338;EUR;;;;;-0.100000001;2025-10-22T00:00:00;;;Stuttgart;Baden-Württemberg;Germany;48.775818;9.177734;;Stuttgart, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Software Engineer;Unknown;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;;
English, Electrical engineering, C++, C, Computer hardware, Software development, German;;0;none;0.7;0.7;;0;c++, software engineering;flexibility, innovation;;-;-;1;c++, software engineering;flexibility, innovation;;;7512;Systemingenieur / Systems Engineer Embedded Software - Elektrotechnik/Mechatronik (m/w/d);Düsseldorf;;PTR - Profi Talent Recruitment UG (haftungsbeschränkt);14;EUR;ANNUAL;55000.0;60000.0;65000.0;;2025-10-13T00:00:00;Full-time;;Düsseldorf;Nordrhein-Westfalen;Germany;51.22422;6.780068;;;;;;;;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
Git, English, C, JavaScript, Computer hardware, Ethernet, Communication skills, Python, German;;0;none;0.7;0.7;;0;git, http, javascript, python, shell, system design;communication, innovation;;-;2;1;git, http, javascript, python, shell, system design;communication, innovation;;;7513;Embedded Software Engineer (w/m/d);Teltow;;BroadNetChip GmbH;11;EUR;;;;;;2025-10-16T00:00:00;Full-time;;Teltow;Brandenburg;Germany;52.40056;13.268496;;;;;;;;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;
English, C++, C, Embedded software, Python, German, Debugging;;0;none;0.7;0.7;;0;c++, debugging, python;innovation;;-;5;1;c++, debugging, python;innovation;;;7514;(Senior) Embedded Entwickler (w/m/d);Dortmund;282141.0;Brunel;25;EUR;;;;;4.3;2025-10-02T00:00:00;Full-time;;Dortmund;Nordrhein-Westfalen;Germany;51.51417;7.464165;Peter de Laat;Amsterdam, Niederlande;Personalwesen & Personalvermittlungen;Personalwesen;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1975.0;Unknown;Systems & Embedded;N;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;
English, Team management, AI, Leadership, Communication skills, German;ai;1;applied_ai;0.78;0.78;AI;1;;communication, innovation, leadership, team management;bachelor;Bachelor's;-;1;;communication, innovation, leadership, team management;;;7515;Data Engineer for SIGINT from space (m/w/d);Home office;3140348.0;Media Broadcast Satellite GmbH;5;EUR;;;;;2.6;2025-10-22T00:00:00;Full-time;WORK_FROM_HOME;;;Portugal;39.5;-8.0;;Usingen, Deutschland;Telekommunikationsdienstleistungen;Telekommunikation;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Data & AI;Unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
English, German;;0;none;0.7;0.7;;0;;innovation;;-;-;1;;innovation;;;7516;Robotics System Engineer (m/w/d);Reutlingen;1141851.0;Da Vinci Engineering GmbH;10;EUR;;;;;3.6;2025-10-17T00:00:00;;;Reutlingen;Baden-Württemberg;Germany;48.49208;9.212006;Massimiliano Cava;Stuttgart, Deutschland;Forschung & Entwicklung;Management & Beratung;25 bis 100 Millionen $ (USD);501 bis 1.000 Mitarbeiter;Privatunternehmen;2005.0;Unknown;Systems & Embedded;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
English, C++, German;;0;none;0.7;0.7;;0;android, c++, linux;innovation;;-;3;1;android, c++, linux;innovation;;;7517;Software Engineer (gn) Automotive C++;Fulda;5956619.0;Cognizant Mobility GmbH;223;EUR;;;;;3.7;2025-10-18T00:00:00;;;Fulda;Hessen;Germany;50.55323;9.675061;Jörg Ohlsen;München, Deutschland;IT-Kundenbetreuung;Informationstechnologie;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Software Engineer;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;;
Git, English, OS Kernels, C++, C, Software development, Linux, GitLab, Python, German;;0;none;0.7;0.7;;0;c++, git, gitlab, linux, python, software engineering;innovation;;-;-;1;c++, git, gitlab, linux, python, software engineering;innovation;;;7518;Embedded Linux Engineer (m/w/d);Bad Münder;10835881.0;HMF Smart Solutions GmbH;47;EUR;;;;;-0.100000001;2025-10-09T00:00:00;Full-time;;Bad Münder;Niedersachsen;Germany;52.197773;9.463755;;Bad Münder, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Aktiengesellschaft;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;;
Buffer, Android, Java, C++, C, Embedded software, Virtualization, Software development, Linux, Python, Debugging;;0;none;0.7;0.7;;0;android, c++, debugging, java, linux, optimization, python, requests, rest, software engineering, solid, virtualization;collaboration, communication, cross-functional collaboration, decision making, innovation, integrity, leadership, mentoring, negotiation, prioritization, problem solving, responsibility;bachelor;Bachelor's;6;1;android, c++, debugging, java, linux, optimization, python, requests, rest, software engineering, solid, virtualization;collaboration, communication, cross-functional collaboration, decision making, innovation, integrity, leadership, mentoring, negotiation, prioritization, problem solving, responsibility;;;7519;Automotive Multimedia ( Display/Graphics ) Application Engineer (m/f/d) - Qualcomm -Berlin;Berlin;640.0;Qualcomm;25;EUR;;;;;3.9;2025-10-02T00:00:00;;;Berlin;Berlin;Germany;52.51767;13.405538;Cristiano Amon;San Diego, Vereinigte Staaten von Amerika;IT-Hardware;Informationstechnologie;Mehr als 10 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1985.0;Unknown;Software Engineer;J;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;1;0;;
Jira, Git, C++, C, SVN, Agile, Mechanical knowledge, Debugging;;0;none;0.7;0.7;;0;agile, c++, debugging, git, jira, static analysis, statistical analysis, svn;adaptability, innovation, integrity, interpersonal skills, organization, reliability;bachelor;Bachelor's;3;1;agile, c++, debugging, git, jira, static analysis, statistical analysis, svn;adaptability, innovation, integrity, interpersonal skills, organization, reliability;;;7520;Embedded Power Engineer (m/f/d);Straubenhardt;1166699.0;nVent;61;EUR;;;;;3.4;2025-10-27T00:00:00;Full-time;;Straubenhardt;Baden-Württemberg;Germany;48.849186;8.528839;Beth Wozniak;Saint Louis Park, Vereinigte Staaten von Amerika;Elektronikherstellung;Produktion;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;2018.0;Unknown;Systems & Embedded;C;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;
CI/CD, C++, C;;0;none;0.7;0.7;;0;agile, c++, chef, ci/cd, real-time data, software architecture, software engineering, storage;communication, creativity, curiosity, enthusiasm, innovation, leadership, ownership, passion, responsibility, teamwork;;-;5;1;agile, c++, chef, ci/cd, real-time data, software architecture, software engineering, storage;communication, creativity, curiosity, enthusiasm, innovation, leadership, ownership, passion, responsibility, teamwork;;;7521;Senior Embedded Software Developer (C) (f/m/d);München;3407850.0;Munich Electrification GmbH;11;EUR;;;;;4.8;2025-10-16T00:00:00;Full-time;;München;Bayern;Germany;48.13704;11.575529;;München, Deutschland;Herstellung von Transportmitteln;Produktion;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;2015.0;Unknown;Systems & Embedded;C;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
CI/CD, Rust, Ansible, DevOps, Git, AWS, Project management, Docker, Embedded software, Terraform, Ubuntu, Scripting, Software development, GitHub, APIs, Linux, Cybersecurity, gRPC, Python;;0;none;0.7;0.7;;0;ansible, api, aws, bash, ci/cd, cybersecurity, devops, docker, ecs, git, github, grpc, linux, python, rust, safe, software engineering, system design, terraform, ubuntu, version control;adaptability, communication, project management;;-;8;1;ansible, api, aws, bash, ci/cd, cybersecurity, devops, docker, ecs, git, github, grpc, linux, python, rust, safe, software engineering, system design, terraform, ubuntu, version control;adaptability, communication, project management;;;7522;Staff Software Engineer (FileTransfer Team);München;794910.0;Spire Global;28;EUR;;;;;2.7;2025-09-29T00:00:00;;;München;Bayern;Germany;48.13704;11.575529;Theresa Condor;Vienna, Vereinigte Staaten von Amerika;Luftfahrt & Verteidigung;Luft- & Raumfahrt, Verteidigung;Unbekannt/Nicht zutreffend;201 bis 500 Mitarbeiter;Aktiengesellschaft;2012.0;Unknown;Sr+ Software Engineer;C;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;;
CI/CD, Schematics, Git, C++, C, Software development, Unit testing, Application support, Communication skills;;0;none;0.7;0.7;;0;c++, ci/cd, code coverage, code quality, debugging, git, https, integration testing, reporting, software engineering, static analysis, unit testing, version control;analytical skills, attention to detail, collaboration, communication, cross-functional collaboration, ownership, proactive, problem solving, reliability, root cause analysis;bachelor;Bachelor's;1;1;c++, ci/cd, code coverage, code quality, debugging, git, https, integration testing, reporting, software engineering, static analysis, unit testing, version control;analytical skills, attention to detail, collaboration, communication, cross-functional collaboration, ownership, proactive, problem solving, reliability, root cause analysis;;;7523;Firmware Engineer (m/f/d);München;1198749.0;LivaNova;16;EUR;;;;;3.4;2025-10-10T00:00:00;Full-time;;München;Bayern;Germany;48.13704;11.575529; Vladimir Makatsaria;London, Vereinigtes Königreich;Biotechnologie;Pharmazeutika & Biotechnologie;1 bis 5 Milliarden $ (USD);1.001 bis 5.000 Mitarbeiter;Aktiengesellschaft;2015.0;Unknown;Systems & Embedded;Unknown;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;;
MATLAB, English, Microsoft Office, Systems engineering, Software development;;0;none;0.7;0.7;;0;matlab, software engineering, uml;;;-;-;1;matlab, software engineering, uml;;;;7524;System Modelling Engineer;Berlin;510695.0;a+i engineering GbR;338;EUR;;;;;4.4;2025-10-22T00:00:00;;;Berlin;Berlin;Germany;52.51767;13.405538;;Berlin, Deutschland;Architektur & Ingenieurwesen;Bauwesen, Reparatur- und Wartungsservices;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;Software Engineer;Unknown;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Jira, CI/CD, Git, English, C++, C, Python;;0;none;0.7;0.7;;0;c++, ci/cd, git, jira, python;flexibility, innovation;;-;5;1;c++, ci/cd, git, jira, python;flexibility, innovation;;;7525;Senior Embedded Software Engineer | Senior Firmware Engineer (m/w/x);Dresden;2860707.0;deveritec GmbH;188;EUR;ANNUAL;50000.0;57500.0;65000.0;3.4;2025-10-22T00:00:00;Full-time;;Dresden;Sachsen;Germany;51.051697;13.736883;;Dresden, Deutschland;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;
English, C++, C, Software development, Cybersecurity, Python, PowerShell, German;;0;none;0.7;0.7;;0;bash, c++, cybersecurity, powershell, python, software engineering;resilience;;-;-;1;bash, c++, cybersecurity, powershell, python, software engineering;resilience;;;7526;Embedded Systems Cyber Security Engineer (m/w/d);Hamburg;3029584.0;PICKPLACE Consulting GmbH;111;EUR;ANNUAL;72000.0;82000.0;92000.0;-0.100000001;2025-10-08T00:00:00;;;;;;;;;Hamburg, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Security;Unknown;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;;
English, C++, C, Software development, Cybersecurity, Network engineering, Python, German;;0;none;0.7;0.7;;0;c++, cybersecurity, python, scrum, software engineering;flexibility;;-;-;1;c++, cybersecurity, python, scrum, software engineering;flexibility;;;7527;Software Engineer OT IoT (m,w,d);Spay;932639.0;SCHOTTEL GmbH;290;EUR;;;;;3.2;2025-10-10T00:00:00;Full-time;;Spay;Rheinland-Pfalz;Germany;50.26013;7.64806;Stefan Kaul;Spay, Deutschland;Herstellung von Transportmitteln;Produktion;100 bis 500 Millionen $ (USD);501 bis 1.000 Mitarbeiter;Privatunternehmen;2013.0;Unknown;Software Engineer;C;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;;
C++, Software development;;0;none;0.7;0.7;;0;c++, https, software engineering;innovation;;-;-;1;c++, https, software engineering;innovation;;;7528;Embedded Software Engineer CNC (m/w/d);Aachen;9028226.0;ProCom Automation GmbH;336;EUR;;;;;5.0;2025-10-24T00:00:00;Full-time;;Aachen;Nordrhein-Westfalen;Germany;50.773518;6.0848;;Aachen, Deutschland;;;Unbekannt/Nicht zutreffend;51 bis 200 Mitarbeiter;Privatunternehmen;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;
CI/CD, C++, Software development, Software testing, Agile, Leadership;;0;none;0.7;0.7;;0;agile, c++, ci/cd, computer vision, safe, software engineering, solid;collaboration, communication, leadership, ownership;;-;7;1;agile, c++, ci/cd, computer vision, safe, software engineering, solid;collaboration, communication, leadership, ownership;;;7529;Principal Software System Engineer;Planegg;4990525.0;The Exploration Company;102;EUR;;;;;4.0;2025-10-17T00:00:00;Full-time;;Planegg;Bayern;Germany;48.105816;11.424579;;Santa Monica, Vereinigte Staaten von Amerika;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
C++, C;;0;none;0.7;0.7;;0;c++;flexibility;;-;-;1;c++;flexibility;;;7530;Embedded Electronics Engineer (m/w/d);Freiburg;39773.0;Bertrandt AG;201;EUR;;;;;3.5;2025-10-09T00:00:00;Full-time;;Freiburg;Baden-Württemberg;Germany;47.994785;7.849877;Dr. Andreas Fink, Michael Lücke and Markus Ruf;Ehningen, Deutschland;Forschung & Entwicklung;Management & Beratung;500 Millionen bis 1 Milliarde $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1974.0;Unknown;Systems & Embedded;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
CI/CD, MATLAB, English, C++, C, Embedded software, Software testing, Python, German;;0;none;0.7;0.7;;0;c++, ci/cd, continuous integration, matlab, python;flexibility;;-;5;1;c++, ci/cd, continuous integration, matlab, python;flexibility;;;7531;Senior Embedded Softwaretester für Testautomatisierung (m/w/d);Hamburg;4220320.0;Löwenstein Medical SE & Co. KG;10;EUR;;;;;3.2;2025-10-17T00:00:00;;;Hamburg;Hamburg;Germany;53.55068;9.99697;;Bad Ems, Deutschland;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Unbekannt;;Unknown;QA & Testing;Unknown;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;
C++, C, Ethernet, Python;;0;none;0.7;0.7;;0;c++, python, software engineering;collaboration, communication, enthusiasm, initiative, innovation;;-;-;1;c++, python, software engineering;collaboration, communication, enthusiasm, initiative, innovation;;;7532;Automotive System Engineer - (m/f/d);Baden-Württemberg;908539.0;Technology & Strategy;337;EUR;;;;;3.0;2025-10-23T00:00:00;Full-time;;;;Germany;51.0;9.0;Jérémie Huss;Schiltigheim, Frankreich;Unternehmensberatung;Management & Beratung;100 bis 500 Millionen $ (USD);1.001 bis 5.000 Mitarbeiter;Privatunternehmen;2008.0;Unknown;Systems & Embedded;M;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;;
Jira, SAFe, Git, English, Electrical engineering, OOP, C++, Ruby, Linux, Eclipse, Communication skills, Python, German, Design patterns;;0;none;0.7;0.7;;0;c++, design patterns, eclipse, git, jira, linux, oop, python, ruby, safe, scrum;communication;;Bachelor's;2;1;c++, design patterns, eclipse, git, jira, linux, oop, python, ruby, safe, scrum;communication;;;7533;Senior Software R&D Engineer - Digital (m/f/d);Böblingen;7935.0;Advantest;116;EUR;;;;;3.8;2025-10-03T00:00:00;;;Böblingen;Baden-Württemberg;Germany;48.685295;9.009663;Doug Lefever;Tokio, Japan;Elektronikherstellung;Produktion;1 bis 5 Milliarden $ (USD);1.001 bis 5.000 Mitarbeiter;Aktiengesellschaft;1954.0;Unknown;Sr+ Software Engineer;C;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;;
MATLAB, English, Assembly, C++, C, Embedded software, Scripting, APIs, Computer skills, Linux, Eclipse;;0;none;0.65;0.65;computer vision;0;api, assembly, c++, computer vision, eclipse, linux, matlab, optimization, regression testing, segment, unix;attention to detail;;Bachelor's;2;1;api, assembly, c++, computer vision, eclipse, linux, matlab, optimization, regression testing, segment, unix;attention to detail;;;7534;Embedded Computer Vision SW Engineer;Hannover;2916605.0;videantis GmbH;338;EUR;;;;;-0.100000001;2025-10-22T00:00:00;;;Hannover;Niedersachsen;Germany;52.37455;9.738084;;Hannover, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Systems & Embedded;Unknown;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;;
Jira, Git, Android, Java, C++, C, SVN, Embedded software, Scripting, Software development, Linux, Jenkins, Communication skills;;0;none;0.7;0.7;;1;android, aria, c++, computer vision, generative ai, git, java, jenkins, jira, linux, shell, software engineering, solid, svn;autonomous, collaboration, communication, initiative, innovation, mentoring, ownership;;-;5;1;android, aria, c++, computer vision, generative ai, git, java, jenkins, jira, linux, shell, software engineering, solid, svn;autonomous, collaboration, communication, initiative, innovation, mentoring, ownership;;;7535;Android Automotive Software Architect – Intelligent Cockpit and Infotainment (f/m/d);Stuttgart;28187.0;Capgemini Engineering;168;EUR;;;;;3.5;2025-10-12T00:00:00;Full-time;;Stuttgart;Baden-Württemberg;Germany;48.775818;9.177734;William Rozé;Paris, Frankreich;IT-Kundenbetreuung;Informationstechnologie;Mehr als 10 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1967.0;Unknown;Management;J;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1;1;0;1;0;0;;
